,inference_time,distortion_lvl,distortion_type,p_tar
221,0.4062473773956299,0.0,pristine,0.7
222,0.3593628406524658,0.0,pristine,0.7
223,0.3593735694885254,0.0,pristine,0.7
224,0.4218766689300537,0.0,pristine,0.7
225,0.3593692779541015,0.0,pristine,0.7
226,0.3437480926513672,0.0,pristine,0.7
227,0.4062504768371582,0.0,pristine,0.7
228,0.3749957084655761,0.0,gaussian_blur,0.7
229,0.3593740463256836,0.0,pristine,0.7
230,0.3906254768371582,0.0,pristine,0.7
231,0.3437471389770508,0.0,pristine,0.7
232,0.3961429595947265,0.0,pristine,0.7
233,0.4345242977142334,0.0,pristine,0.7
234,0.3593730926513672,0.0,pristine,0.7
235,0.4218702316284179,0.0,pristine,0.7
236,0.4218719005584717,0.0,pristine,0.7
237,0.3749980926513672,0.0,pristine,0.7
238,0.3749980926513672,0.0,pristine,0.7
239,0.4218745231628418,0.0,pristine,0.7
240,0.4149577617645263,0.0,pristine,0.7
241,0.3870971202850342,0.0,pristine,0.7
242,0.4062447547912597,0.0,pristine,0.7
243,0.3593730926513672,0.0,pristine,0.7
244,0.3749971389770508,0.0,pristine,0.7
245,0.4062504768371582,0.0,pristine,0.7
246,0.3749971389770508,0.0,pristine,0.7
247,0.3906078338623047,0.0,pristine,0.7
248,0.3749985694885254,0.0,pristine,0.7
249,0.406247615814209,0.0,gaussian_blur,0.7
250,0.3437502384185791,0.0,pristine,0.7
251,0.3906245231628418,0.0,pristine,0.7
252,0.3749957084655761,0.0,pristine,0.7
253,0.3906219005584717,0.0,pristine,0.7
254,0.406252384185791,0.0,pristine,0.7
255,0.4062507152557373,0.0,pristine,0.7
256,0.4062452316284179,0.0,pristine,0.7
257,0.3734440803527832,0.0,pristine,0.7
258,0.4062337875366211,0.0,pristine,0.7
259,0.3749942779541015,0.0,pristine,0.7
260,0.3749995231628418,0.0,pristine,0.7
261,0.4218623638153076,0.0,pristine,0.7
262,0.3738081455230713,0.0,pristine,0.7
263,0.4062471389770508,0.0,pristine,0.7
264,0.4062488079071045,0.0,pristine,0.7
265,0.3593719005584717,0.0,pristine,0.7
266,0.4062492847442627,0.0,pristine,0.7
267,0.390622615814209,0.0,pristine,0.7
268,0.3749966621398926,0.0,pristine,0.7
269,0.4218769073486328,0.0,pristine,0.7
270,0.3906211853027344,0.0,pristine,0.7
271,0.3749938011169433,0.0,pristine,0.7
272,0.4375009536743164,0.0,pristine,0.7
273,0.3906211853027344,0.0,pristine,0.7
274,0.3749978542327881,0.0,pristine,0.7
275,0.4375014305114746,0.0,pristine,0.7
276,0.4531240463256836,0.0,pristine,0.7
277,0.3593723773956299,0.0,gaussian_blur,0.7
278,0.4374964237213135,0.0,pristine,0.7
279,0.3737320899963379,0.0,pristine,0.7
280,0.3777377605438232,0.0,pristine,0.7
281,0.4408915042877197,0.0,pristine,0.7
282,0.3749990463256836,0.0,pristine,0.7
283,0.3906190395355224,0.0,pristine,0.7
284,0.4062488079071045,0.0,pristine,0.7
285,0.3906216621398926,0.0,pristine,0.7
286,0.3750016689300537,0.0,pristine,0.7
287,0.4218728542327881,0.0,pristine,0.7
288,0.2187411785125732,0.0,pristine,0.7
289,0.2656238079071045,0.0,pristine,0.7
290,0.3281252384185791,0.0,pristine,0.7
291,0.3437404632568359,0.0,pristine,0.7
292,0.3749964237213135,0.0,gaussian_blur,0.7
293,0.3976924419403076,0.0,pristine,0.7
294,0.392134428024292,0.0,pristine,0.7
295,0.4062483310699463,0.0,pristine,0.7
296,0.3404872417449951,0.0,pristine,0.7
297,0.4218747615814209,0.0,pristine,0.7
298,0.3749949932098388,0.0,pristine,0.7
299,0.3437466621398926,0.0,pristine,0.7
300,0.4687473773956299,0.0,pristine,0.7
301,0.3593730926513672,0.0,pristine,0.7
302,0.4062340259552002,0.0,pristine,0.7
303,0.4218714237213135,0.0,pristine,0.7
304,0.3906228542327881,0.0,pristine,0.7
305,0.406245470046997,0.0,pristine,0.7
306,0.3906238079071045,0.0,pristine,0.7
307,0.3749973773956299,0.0,pristine,0.7
308,0.3303804397583008,0.0,pristine,0.7
309,0.3986668586730957,0.0,pristine,0.7
310,0.3593716621398926,0.0,pristine,0.7
311,0.3906216621398926,0.0,pristine,0.7
312,0.4218738079071045,0.0,pristine,0.7
313,0.3437473773956299,0.0,pristine,0.7
314,0.3906235694885254,0.0,pristine,0.7
315,0.4218735694885254,0.0,pristine,0.7
316,0.3593711853027344,0.0,pristine,0.7
317,0.3593702316284179,0.0,pristine,0.7
318,0.4374735355377197,0.0,pristine,0.7
319,0.3749969005584717,0.0,pristine,0.7
320,0.3906214237213135,0.0,pristine,0.7
321,0.4218738079071045,0.0,pristine,0.7
322,0.3906199932098388,0.0,pristine,0.7
323,0.3593719005584717,0.0,pristine,0.7
324,0.3906300067901611,0.0,pristine,0.7
325,0.359372615814209,0.0,pristine,0.7
326,0.4013068675994873,0.0,pristine,0.7
327,0.3930017948150635,0.0,pristine,0.7
328,0.3900001049041748,0.0,gaussian_blur,0.7
329,0.3550002574920654,0.0,pristine,0.7
330,0.384002685546875,0.0,pristine,0.7
331,0.3859992027282715,0.0,pristine,0.7
332,0.3520002365112304,0.0,pristine,0.7
333,0.4050014019012451,0.0,pristine,0.7
334,0.3819992542266845,0.0,pristine,0.7
335,0.3569991588592529,0.0,pristine,0.7
336,0.4429996013641357,0.0,pristine,0.7
337,0.377000093460083,0.0,pristine,0.7
338,0.3559987545013428,0.0,pristine,0.7
339,0.3710033893585205,0.0,pristine,0.7
340,0.3869998455047607,0.0,pristine,0.7
341,0.3850009441375732,0.0,pristine,0.7
342,0.3980004787445068,0.0,pristine,0.7
343,0.3949990272521972,0.0,pristine,0.7
344,0.3600001335144043,0.0,pristine,0.7
345,0.3810009956359863,0.0,pristine,0.7
346,0.405001163482666,0.0,pristine,0.7
347,0.3610010147094726,0.0,pristine,0.7
348,0.4179997444152832,0.0,pristine,0.7
349,0.375002384185791,0.0,gaussian_blur,0.7
350,0.4150063991546631,0.0,pristine,0.7
351,0.4210007190704345,0.0,pristine,0.7
352,0.3859987258911133,0.0,pristine,0.7
353,0.361004114151001,0.0,pristine,0.7
354,0.3910017013549804,0.0,pristine,0.7
355,0.3840010166168213,0.0,pristine,0.7
356,0.3740012645721435,0.0,pristine,0.7
357,0.3879978656768799,0.0,pristine,0.7
358,0.3950014114379883,0.0,pristine,0.7
359,0.356999397277832,0.0,pristine,0.7
360,0.3970000743865967,0.0,pristine,0.7
361,0.3810017108917236,0.0,pristine,0.7
362,0.4030008316040039,0.0,pristine,0.7
363,0.412999153137207,0.0,pristine,0.7
364,0.3669989109039306,0.0,pristine,0.7
365,0.3680002689361572,0.0,pristine,0.7
366,0.4125187397003174,0.0,pristine,0.7
367,0.3620307445526123,0.0,pristine,0.7
368,0.3749980926513672,0.0,pristine,0.7
369,0.3977651596069336,0.0,pristine,0.7
370,0.3749969005584717,0.0,pristine,0.7
371,0.3593714237213135,0.0,pristine,0.7
372,0.3749983310699463,0.0,pristine,0.7
373,0.3749997615814209,0.0,pristine,0.7
374,0.4062466621398926,0.0,pristine,0.7
375,0.375,0.0,pristine,0.7
376,0.3749969005584717,0.0,pristine,0.7
377,0.3749964237213135,0.0,gaussian_blur,0.7
378,0.4062466621398926,0.0,pristine,0.7
379,0.3749952316284179,0.0,pristine,0.7
380,0.3593707084655761,0.0,pristine,0.7
381,0.3749971389770508,0.0,pristine,0.7
382,0.4374959468841553,0.0,pristine,0.7
383,0.3593699932098388,0.0,pristine,0.7
384,0.4375011920928955,0.0,pristine,0.7
385,0.3437485694885254,0.0,pristine,0.7
386,0.3749983310699463,0.0,pristine,0.7
387,0.4218754768371582,0.0,pristine,0.7
388,0.2655880451202392,0.0,pristine,0.7
389,0.3437459468841553,0.0,pristine,0.7
390,0.4374971389770508,0.0,pristine,0.7
391,0.3593716621398926,0.0,pristine,0.7
392,0.3906240463256836,0.0,gaussian_blur,0.7
393,0.4010343551635742,0.0,pristine,0.7
394,0.3906247615814209,0.0,pristine,0.7
395,0.3749992847442627,0.0,pristine,0.7
396,0.4056813716888428,0.0,pristine,0.7
397,0.3906238079071045,0.0,pristine,0.7
398,0.4218740463256836,0.0,pristine,0.7
399,0.3906247615814209,0.0,pristine,0.7
400,0.4062471389770508,0.0,pristine,0.7
401,0.4218733310699463,0.0,pristine,0.7
402,0.3942065238952636,0.0,pristine,0.7
403,0.4062492847442627,0.0,pristine,0.7
404,0.4374971389770508,0.0,pristine,0.7
405,0.3593688011169433,0.0,pristine,0.7
406,0.3749978542327881,0.0,pristine,0.7
407,0.4218769073486328,0.0,pristine,0.7
408,0.3906230926513672,0.0,pristine,0.7
409,0.3906223773956299,0.0,pristine,0.7
410,0.4062466621398926,0.0,pristine,0.7
411,0.4062471389770508,0.0,pristine,0.7
412,0.4062495231628418,0.0,pristine,0.7
413,0.3906230926513672,0.0,pristine,0.7
414,0.3124904632568359,0.0,pristine,0.7
415,0.3906230926513672,0.0,pristine,0.7
416,0.3906219005584717,0.0,gaussian_blur,0.7
417,0.3437421321868896,0.0,pristine,0.7
418,0.4218766689300537,0.0,pristine,0.7
419,0.3437495231628418,0.0,pristine,0.7
420,0.3906247615814209,0.0,pristine,0.7
421,0.3906252384185791,0.0,pristine,0.7
422,0.3437480926513672,0.0,pristine,0.7
423,0.4375016689300537,0.0,pristine,0.7
424,0.343745470046997,0.0,pristine,0.7
425,0.3437497615814209,0.0,pristine,0.7
426,0.3281240463256836,0.0,pristine,0.7
427,0.359372615814209,0.0,pristine,0.7
428,0.4218721389770508,0.0,pristine,0.7
429,0.3593745231628418,0.0,pristine,0.7
430,0.3906235694885254,0.0,pristine,0.7
431,0.3749971389770508,0.0,pristine,0.7
432,0.3593728542327881,0.0,pristine,0.7
433,0.4062473773956299,0.0,pristine,0.7
434,0.3437483310699463,0.0,pristine,0.7
435,0.3883383274078369,0.0,pristine,0.7
436,0.3883140087127685,0.0,pristine,0.7
437,0.3944020271301269,0.0,pristine,0.7
438,0.3750002384185791,0.0,pristine,0.7
439,0.3750002384185791,0.0,pristine,0.7
440,0.4375011920928955,0.0,pristine,0.7
441,0.3749973773956299,0.0,pristine,0.7
442,0.312502384185791,0.0,pristine,0.7
443,0.390622615814209,0.0,pristine,0.7
444,0.3437387943267822,0.0,pristine,0.7
445,0.3437471389770508,0.0,pristine,0.7
446,0.34375,0.0,pristine,0.7
447,0.4062507152557373,0.0,pristine,0.7
448,0.421872615814209,0.0,pristine,0.7
449,0.3437471389770508,0.0,pristine,0.7
450,0.4375073909759521,0.0,pristine,0.7
451,0.3720681667327881,0.0,pristine,0.7
452,0.4218769073486328,0.0,pristine,0.7
453,0.3749947547912597,0.0,gaussian_blur,0.7
454,0.3750009536743164,0.0,pristine,0.7
455,0.4062464237213135,0.0,pristine,0.7
456,0.3593745231628418,0.0,pristine,0.7
457,0.4074029922485351,0.0,pristine,0.7
458,0.4062497615814209,0.0,pristine,0.7
459,0.390542984008789,0.0,pristine,0.7
460,0.3593754768371582,0.0,pristine,0.7
461,0.3906288146972656,0.0,pristine,0.7
462,0.3593740463256836,0.0,pristine,0.7
463,0.3906185626983642,0.0,pristine,0.7
464,0.4062507152557373,0.0,pristine,0.7
465,0.3593747615814209,0.0,pristine,0.7
466,0.3437457084655761,0.0,pristine,0.7
467,0.3906223773956299,0.0,pristine,0.7
468,0.3749988079071045,0.0,pristine,0.7
469,0.3906221389770508,0.0,pristine,0.7
470,0.3840420246124267,0.0,pristine,0.7
471,0.4218730926513672,0.0,pristine,0.7
472,0.2968738079071045,0.0,pristine,0.7
473,0.2968738079071045,0.0,pristine,0.7
474,0.2968735694885254,0.0,gaussian_blur,0.7
475,0.3124935626983642,0.0,pristine,0.7
476,0.2499969005584716,0.0,pristine,0.7
477,0.2812490463256836,0.0,pristine,0.7
478,0.328125,0.0,pristine,0.7
479,0.2812478542327881,0.0,pristine,0.7
480,0.3281238079071045,0.0,pristine,0.7
481,0.3125009536743164,0.0,pristine,0.7
482,0.2968761920928955,0.0,pristine,0.7
483,0.375,0.0,pristine,0.7
484,0.3593730926513672,0.0,pristine,0.7
485,0.3593735694885254,0.0,pristine,0.7
486,0.3906216621398926,0.0,pristine,0.7
487,0.3750007152557373,0.0,pristine,0.7
488,0.3437516689300537,0.0,pristine,0.7
489,0.374995470046997,0.0,pristine,0.7
490,0.4062478542327881,0.0,pristine,0.7
491,0.3437461853027344,0.0,pristine,0.7
492,0.3965189456939697,0.0,pristine,0.7
493,0.3798747062683105,0.0,pristine,0.7
494,0.3906214237213135,0.0,pristine,0.7
495,0.3749964237213135,0.0,pristine,0.7
496,0.3906219005584717,0.0,pristine,0.7
497,0.4374988079071045,0.0,pristine,0.7
498,0.359372615814209,0.0,pristine,0.7
499,0.3940005302429199,0.0,pristine,0.7
500,0.3350012302398681,0.0,pristine,0.7
501,0.413999080657959,0.0,pristine,0.7
502,0.3469991683959961,0.0,pristine,0.7
503,0.3369984626770019,0.0,pristine,0.7
504,0.3750014305114746,0.0,pristine,0.7
505,0.4269988536834717,0.0,pristine,0.7
506,0.3900012969970703,0.0,pristine,0.7
507,0.3800015449523926,0.0,pristine,0.7
508,0.3509993553161621,0.0,pristine,0.7
509,0.4330019950866699,0.0,pristine,0.7
510,0.3669970035552978,0.0,pristine,0.7
511,0.3260002136230469,0.0,gaussian_blur,0.7
512,0.421999454498291,0.0,pristine,0.7
513,0.3590004444122314,0.0,pristine,0.7
514,0.3649992942810058,0.0,pristine,0.7
515,0.4119999408721924,0.0,pristine,0.7
516,0.3579986095428467,0.0,pristine,0.7
517,0.3400015830993652,0.0,pristine,0.7
518,0.3940014839172363,0.0,pristine,0.7
519,0.3690018653869629,0.0,pristine,0.7
520,0.3730025291442871,0.0,pristine,0.7
521,0.4270007610321045,0.0,pristine,0.7
522,0.3710010051727295,0.0,pristine,0.7
523,0.399998664855957,0.0,pristine,0.7
524,0.3850014209747314,0.0,pristine,0.7
525,0.4009969234466553,0.0,pristine,0.7
526,0.3819999694824219,0.0,pristine,0.7
527,0.3900039196014404,0.0,pristine,0.7
528,0.4179997444152832,0.0,pristine,0.7
529,0.3489987850189209,0.0,pristine,0.7
530,0.3870017528533935,0.0,pristine,0.7
531,0.3569929599761963,0.0,pristine,0.7
532,0.4070007801055908,0.0,pristine,0.7
533,0.3629989624023437,0.0,pristine,0.7
534,0.4400026798248291,0.0,pristine,0.7
535,0.3789997100830078,0.0,pristine,0.7
536,0.3279995918273926,0.0,pristine,0.7
537,0.3437471389770508,0.0,pristine,0.7
538,0.453118085861206,0.0,pristine,0.7
539,0.3281116485595703,0.0,pristine,0.7
540,0.437497615814209,0.0,pristine,0.7
541,0.3437485694885254,0.0,pristine,0.7
542,0.3674767017364502,0.0,pristine,0.7
543,0.3593673706054687,0.0,pristine,0.7
544,0.3593719005584717,0.0,pristine,0.7
545,0.4218733310699463,0.0,pristine,0.7
546,0.3906209468841553,0.0,pristine,0.7
547,0.3447484970092773,0.0,pristine,0.7
548,0.3281185626983642,0.0,pristine,0.7
549,0.4195187091827392,0.0,pristine,0.7
550,0.3613545894622803,0.0,pristine,0.7
551,0.3756093978881836,0.0,pristine,0.7
552,0.3749978542327881,0.0,pristine,0.7
553,0.3749945163726806,0.0,pristine,0.7
554,0.3749985694885254,0.0,pristine,0.7
555,0.4062471389770508,0.0,pristine,0.7
556,0.3749964237213135,0.0,pristine,0.7
557,0.3281207084655761,0.0,pristine,0.7
558,0.3749973773956299,0.0,pristine,0.7
559,0.3593747615814209,0.0,pristine,0.7
560,0.3749995231628418,0.0,pristine,0.7
561,0.3593719005584717,0.0,pristine,0.7
562,0.3906252384185791,0.0,pristine,0.7
563,0.3906228542327881,0.0,pristine,0.7
564,0.3437478542327881,0.0,pristine,0.7
565,0.4218719005584717,0.0,pristine,0.7
566,0.3437480926513672,0.0,pristine,0.7
567,0.3906245231628418,0.0,pristine,0.7
568,0.3437483310699463,0.0,pristine,0.7
569,0.4062485694885254,0.0,pristine,0.7
570,0.4062480926513672,0.0,pristine,0.7
571,0.3437480926513672,0.0,pristine,0.7
572,0.4374973773956299,0.0,pristine,0.7
573,0.3593735694885254,0.0,pristine,0.7
574,0.3695657253265381,0.0,pristine,0.7
575,0.3437490463256836,0.0,gaussian_blur,0.7
576,0.3749938011169433,0.0,pristine,0.7
577,0.3593754768371582,0.0,pristine,0.7
578,0.3749933242797851,0.0,pristine,0.7
579,0.3749978542327881,0.0,pristine,0.7
580,0.3437435626983642,0.0,pristine,0.7
581,0.34375,0.0,pristine,0.7
582,0.421875,0.0,pristine,0.7
583,0.3906211853027344,0.0,pristine,0.7
584,0.4062502384185791,0.0,pristine,0.7
585,0.3749964237213135,0.0,pristine,0.7
586,0.3749952316284179,0.0,pristine,0.7
587,0.3906223773956299,0.0,pristine,0.7
588,0.3437466621398926,0.0,pristine,0.7
589,0.4374978542327881,0.0,pristine,0.7
590,0.374997615814209,0.0,pristine,0.7
591,0.40625,0.0,pristine,0.7
592,0.4374961853027344,0.0,pristine,0.7
593,0.4062449932098388,0.0,pristine,0.7
594,0.4218711853027344,0.0,pristine,0.7
595,0.374995470046997,0.0,pristine,0.7
596,0.3899993896484375,0.0,pristine,0.7
597,0.3860006332397461,0.0,pristine,0.7
598,0.4069983959197998,0.0,pristine,0.7
599,0.374002456665039,0.0,pristine,0.7
600,0.4219987392425537,0.0,pristine,0.7
601,0.2500007152557373,0.0,pristine,0.5
602,0.2968764305114746,0.0,pristine,0.5
603,0.2655870914459228,0.0,pristine,0.5
604,0.296872615814209,0.0,pristine,0.5
605,0.2499983310699463,0.0,pristine,0.5
606,0.2812473773956299,0.0,pristine,0.5
607,0.2499980926513672,0.0,pristine,0.5
608,0.2500004768371582,0.0,pristine,0.5
609,0.2968668937683105,0.0,pristine,0.5
610,0.2968833446502685,0.0,pristine,0.5
611,0.2656233310699463,0.0,pristine,0.5
612,0.2499992847442627,0.0,pristine,0.5
613,0.3095428943634033,0.0,pristine,0.5
614,0.2343740463256836,0.0,pristine,0.5
615,0.2777245044708252,0.0,pristine,0.5
616,0.3281223773956299,0.0,pristine,0.5
617,0.3749971389770508,0.0,pristine,0.5
618,0.3593719005584717,0.0,pristine,0.5
619,0.3749957084655761,0.0,pristine,0.5
620,0.3409535884857178,0.0,pristine,0.5
621,0.4026608467102051,0.0,pristine,0.5
622,0.3535122871398926,0.0,pristine,0.5
623,0.4218733310699463,0.0,pristine,0.5
624,0.4062480926513672,0.0,pristine,0.5
625,0.3992328643798828,0.0,pristine,0.5
626,0.3906197547912597,0.0,pristine,0.5
627,0.3281214237213135,0.0,pristine,0.5
628,0.3449997901916504,0.0,pristine,0.5
629,0.4010004997253418,0.0,pristine,0.5
630,0.3190009593963623,0.0,pristine,0.5
631,0.3399970531463623,0.0,gaussian_blur,0.5
632,0.371999979019165,0.0,pristine,0.5
633,0.3630003929138183,0.0,pristine,0.5
634,0.4120008945465088,0.0,pristine,0.5
635,0.4010009765625,0.0,pristine,0.5
636,0.3589992523193359,0.0,pristine,0.5
637,0.3749949932098388,0.0,pristine,0.5
638,0.4531233310699463,0.0,pristine,0.5
639,0.4215831756591797,0.0,pristine,0.5
640,0.3437473773956299,0.0,pristine,0.5
641,0.3593769073486328,0.0,pristine,0.5
642,0.4062514305114746,0.0,pristine,0.5
643,0.3593659400939941,0.0,pristine,0.5
644,0.3749969005584717,0.0,pristine,0.5
645,0.3906216621398926,0.0,pristine,0.5
646,0.3124966621398926,0.0,pristine,0.5
647,0.4218733310699463,0.0,pristine,0.5
648,0.2968761920928955,0.0,pristine,0.5
649,0.3906242847442627,0.0,pristine,0.5
650,0.3593711853027344,0.0,pristine,0.5
651,0.3906214237213135,0.0,pristine,0.5
652,0.4062469005584717,0.0,pristine,0.5
653,0.3749969005584717,0.0,pristine,0.5
654,0.3749899864196777,0.0,pristine,0.5
655,0.3906233310699463,0.0,pristine,0.5
656,0.3593721389770508,0.0,pristine,0.5
657,0.421872615814209,0.0,pristine,0.5
658,0.3593747615814209,0.0,pristine,0.5
659,0.3605475425720215,0.0,pristine,0.5
660,0.4057340621948242,0.0,pristine,0.5
661,0.3906259536743164,0.0,pristine,0.5
662,0.3593766689300537,0.0,pristine,0.5
663,0.3906199932098388,0.0,pristine,0.5
664,0.3906140327453613,0.0,pristine,0.5
665,0.3593702316284179,0.0,gaussian_blur,0.5
666,0.3593752384185791,0.0,pristine,0.5
667,0.3593723773956299,0.0,pristine,0.5
668,0.3906207084655761,0.0,pristine,0.5
669,0.3749973773956299,0.0,pristine,0.5
670,0.3593740463256836,0.0,pristine,0.5
671,0.3813204765319824,0.0,pristine,0.5
672,0.3440022468566894,0.0,pristine,0.5
673,0.370002269744873,0.0,pristine,0.5
674,0.3660018444061279,0.0,pristine,0.5
675,0.3680031299591064,0.0,pristine,0.5
676,0.362001895904541,0.0,pristine,0.5
677,0.4310011863708496,0.0,pristine,0.5
